Line Item Date,Item ID,Order ID,Item Name,Currency,Per Unit Quantity,Item Unit,Item Revenue,Modifiers,Modifiers Revenue,Total Revenue,Discounts,Total Discount,Total,VAT Collected,Payment State
08-Jun-2017 01:26 PM BST,AWK2JYG72JVNJ,B8CE8DHK67Z1P,Wines,GBP,,,0.00,House Red Bottle (GYVD1V9F13ZTR) £18.00,18.00,18.00,,,18.00,3.00,Paid
08-Jun-2017 01:27 PM BST,ZWZXZ2RBM4BRM,GG3A26JWK8WGP,Summer Rolls Prawn-Goi Tom.3,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
08-Jun-2017 01:27 PM BST,6F0974AZN58RR,GG3A26JWK8WGP,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,YC2F2AW43BA9T,B8CE8DHK67Z1P,Grilled Pork Bun-Bun Thit Nuong.27,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,ZHS2TPN96E5VJ,B8CE8DHK67Z1P,Satay Chicken -Ga Satay.11,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 01:26 PM BST,TMVY80711EJJY,B8CE8DHK67Z1P,Juices & Soft Drinks,GBP,,,0.00,Still Water (ZBD5M9RPNB9PC) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 01:27 PM BST,TMVY80711EJJY,MBGX3PWW5EFJR,Juices & Soft Drinks,GBP,,,0.00,"Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00",0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:27 PM BST,6F0974AZN58RR,MBGX3PWW5EFJR,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:27 PM BST,PV72GKGQ2FD00,MBGX3PWW5EFJR,Grilled  Chicken- Com Ga Nuong. 37,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,RMFJM1ET1QGWR,B8CE8DHK67Z1P,Egg Noodles With Beef- My Xao Bo.51,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,60K3XEMBYRX7R,B8CE8DHK67Z1P,Hanoi & Hue Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
08-Jun-2017 01:26 PM BST,8VK33CNQD5T1G,B8CE8DHK67Z1P,Egg Noodles With Prawn- My Xao Tom.53,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:26 PM BST,ZHS2TPN96E5VJ,B8CE8DHK67Z1P,Satay Chicken -Ga Satay.11,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 01:26 PM BST,TMVY80711EJJY,ZHM03W88EP3PY,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:26 PM BST,TMVY80711EJJY,ZHM03W88EP3PY,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:26 PM BST,1RCSYMXK3Y1TT,3DZHACG9VT9HP,Salted&peppered Prawn-Tom Muoi.8,GBP,,,5.95,,,5.95,,,5.95,0.99,Open
08-Jun-2017 01:26 PM BST,TMVY80711EJJY,ZHM03W88EP3PY,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:26 PM BST,TMVY80711EJJY,B8CE8DHK67Z1P,Juices & Soft Drinks,GBP,,,0.00,"Sparkling Water (79JNKF6TKVGZ4) £1.50
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00
Tap Water (N243HD0CPJMAA) £0.00",1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 01:26 PM BST,EDSGCCA5X0PZ8,B8CE8DHK67Z1P,Flat Noodle With Beef-Pho Xao Bo.46,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,Z7EGN7ATDPAY6,ZHM03W88EP3PY,Tofu Lemongrass Bun-Bun Tofu Xa.34,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:26 PM BST,ZHS2TPN96E5VJ,B8CE8DHK67Z1P,Satay Chicken -Ga Satay.11,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 01:26 PM BST,1WSDY3H8959X2,ZHM03W88EP3PY,Duck Curry-Com Vit Cari.39,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:26 PM BST,Z7EGN7ATDPAY6,ZHM03W88EP3PY,Tofu Lemongrass Bun-Bun Tofu Xa.34,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:25 PM BST,TMVY80711EJJY,S2N5N2XGX1K0G,Juices & Soft Drinks,GBP,,,0.00,"Coke (2ZANTWF2WACYT) £1.50
Coke (2ZANTWF2WACYT) £1.50
Coke (2ZANTWF2WACYT) £1.50
Diet Coke (DD786DX7C3Z9P) £1.50",6.00,6.00,,,6.00,1.00,Paid
08-Jun-2017 01:25 PM BST,EDSGCCA5X0PZ8,S2N5N2XGX1K0G,Flat Noodle With Beef-Pho Xao Bo.46,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:25 PM BST,CKNNPFWATFKRA,S2N5N2XGX1K0G,Spicy Chicken-Bun Ga Hue.24,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:25 PM BST,NZM2NSC0WVDZY,S2N5N2XGX1K0G,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:25 PM BST,NZM2NSC0WVDZY,S2N5N2XGX1K0G,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:23 PM BST,RMFJM1ET1QGWR,7PGZCTEM2R35J,Egg Noodles With Beef- My Xao Bo.51,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 01:22 PM BST,V7W36M9PV58W8,81B5EAW9FWZXA,Egg Noodles With Tofu- My Xao Tofu.55,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 01:20 PM BST,583RWV778EW86,27642PCZ9TXF2,Beef Lemongrass Bun-Bun Bo Xa.30,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:20 PM BST,ZWZXZ2RBM4BRM,27642PCZ9TXF2,Summer Rolls Prawn-Goi Tom.3,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
08-Jun-2017 01:20 PM BST,QY64RZTH828SR,AK536151VR9MT,Duck Onion-Com Vit Lan.43,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
08-Jun-2017 01:20 PM BST,FMK02XDCJG1G2,C20N53140ZDR4,Prawn Curry- Tom Cari.41,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
08-Jun-2017 01:19 PM BST,AWK2JYG72JVNJ,7YKR2J6N8R8K8,Wines,GBP,,,0.00,House White 175ml (KJ9FQS8B05A9J) £4.80,4.80,4.80,,,4.80,0.80,Paid
08-Jun-2017 01:19 PM BST,TMVY80711EJJY,7YKR2J6N8R8K8,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:19 PM BST,TMVY80711EJJY,7YKR2J6N8R8K8,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:19 PM BST,16XGXQFJQ578R,7YKR2J6N8R8K8,Spicy Tofu Bun-Bun Tofu Hue.26,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:19 PM BST,ZSQPQJVBVD6GR,7YKR2J6N8R8K8,Chicken Lemongrass Bun-Bun Ga Xa.31,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:07 PM BST,V0EA4HT2M54SE,JE8FQVJ39ZR7P,Flat Noodle With Tofu - Pho Xao Tofu.50,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:07 PM BST,S8P9W6N6P4FM6,JE8FQVJ39ZR7P,Chicken Curry- Com Ga Cari.38,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:07 PM BST,4EX8D1E1N9TDW,JE8FQVJ39ZR7P,Braised Pork-Com Thit Kho.35,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:13 PM BST,YYHDET7AVAY1G,AAQ6EBJ7C2Y50,Flat Noodles With Chicken- Pho Xao Ga.47,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 01:07 PM BST,MXMCJ8C0NSSHC,JE8FQVJ39ZR7P,Salted&peppered Chicken Wing-Canh Ga Muoi.7,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 01:07 PM BST,DXDA5X20E2NGY,JE8FQVJ39ZR7P,Salted&Peppered Squids-Muc Muoi.5,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 01:10 PM BST,6F0974AZN58RR,NPSAPH4EYMVGR,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 01:10 PM BST,ZWZXZ2RBM4BRM,NPSAPH4EYMVGR,Summer Rolls Prawn-Goi Tom.3,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
08-Jun-2017 01:10 PM BST,TMVY80711EJJY,913ZJWWCEK3R4,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:10 PM BST,TMVY80711EJJY,913ZJWWCEK3R4,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:10 PM BST,TMVY80711EJJY,913ZJWWCEK3R4,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:10 PM BST,TMVY80711EJJY,913ZJWWCEK3R4,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:10 PM BST,TMVY80711EJJY,913ZJWWCEK3R4,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 01:10 PM BST,D8HXR6CHXPBG4,913ZJWWCEK3R4,Vietnamese Egg Fried Rice- Com Rang Vietnam.44,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:10 PM BST,ZSQPQJVBVD6GR,913ZJWWCEK3R4,Chicken Lemongrass Bun-Bun Ga Xa.31,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 01:10 PM BST,NZM2NSC0WVDZY,913ZJWWCEK3R4,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:10 PM BST,NZM2NSC0WVDZY,913ZJWWCEK3R4,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:10 PM BST,NZM2NSC0WVDZY,913ZJWWCEK3R4,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 01:07 PM BST,TMVY80711EJJY,JE8FQVJ39ZR7P,Juices & Soft Drinks,GBP,,,0.00,Coke (2ZANTWF2WACYT) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 01:07 PM BST,TMVY80711EJJY,JE8FQVJ39ZR7P,Juices & Soft Drinks,GBP,,,0.00,Coke (2ZANTWF2WACYT) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 01:07 PM BST,V7W36M9PV58W8,V1TG4YBPD79CC,Egg Noodles With Tofu- My Xao Tofu.55,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 01:00 PM BST,66NTGCB6W2SNT,57Z62FC34X160,Beef Salad-Bo Tai Chanh.12,GBP,,,6.55,,,6.55,,,6.55,1.09,Paid
08-Jun-2017 12:50 PM BST,TMVY80711EJJY,0NXPBVME7PRVM,Juices & Soft Drinks,GBP,,,0.00,Still Water (ZBD5M9RPNB9PC) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 12:50 PM BST,TMVY80711EJJY,0NXPBVME7PRVM,Juices & Soft Drinks,GBP,,,0.00,Sparkling Water (79JNKF6TKVGZ4) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 12:50 PM BST,TMVY80711EJJY,0NXPBVME7PRVM,Juices & Soft Drinks,GBP,,,0.00,Diet Coke (DD786DX7C3Z9P) £1.50,1.50,1.50,,,1.50,0.25,Paid
08-Jun-2017 12:50 PM BST,S8P9W6N6P4FM6,0NXPBVME7PRVM,Chicken Curry- Com Ga Cari.38,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 12:50 PM BST,P19D2BNMX3QT0,0NXPBVME7PRVM,Spicy Seafood- Hue Hai San.25,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 12:50 PM BST,P19D2BNMX3QT0,0NXPBVME7PRVM,Spicy Seafood- Hue Hai San.25,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 12:50 PM BST,JNYCQ1VNK99E6,0NXPBVME7PRVM,Spring Rolls Tofu-Nem Chay.2,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
08-Jun-2017 12:50 PM BST,PPFY9N7TZQJ5T,0NXPBVME7PRVM,Spring Rolls Meat-Nem Thit.1,GBP,,,5.45,,,5.45,,,5.45,0.91,Paid
08-Jun-2017 12:50 PM BST,ZHS2TPN96E5VJ,0NXPBVME7PRVM,Satay Chicken -Ga Satay.11,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
08-Jun-2017 12:34 PM BST,60K3XEMBYRX7R,CEX747Z67Z0AC,Hanoi & Hue Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
08-Jun-2017 12:46 PM BST,ZHV2P7H9DJG8R,VDA5F755N6DGC,Duck Pho-Pho Vit.21,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 12:18 PM BST,AWK2JYG72JVNJ,9Y15F9F1KPD72,Wines,GBP,,,0.00,House Red Bottle (GYVD1V9F13ZTR) £18.00,18.00,18.00,,,18.00,3.00,Open
08-Jun-2017 12:46 PM BST,6F0974AZN58RR,VDA5F755N6DGC,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 12:46 PM BST,6F0974AZN58RR,VDA5F755N6DGC,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 12:45 PM BST,TMVY80711EJJY,8SHW0AEAMJK82,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 12:45 PM BST,TMVY80711EJJY,8SHW0AEAMJK82,Juices & Soft Drinks,GBP,,,0.00,Tap Water (N243HD0CPJMAA) £0.00,0.00,0.00,,,0.00,0.00,Paid
08-Jun-2017 12:45 PM BST,YYHDET7AVAY1G,K85C0K7EQ4XE2,Flat Noodles With Chicken- Pho Xao Ga.47,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
08-Jun-2017 12:45 PM BST,ZHV2P7H9DJG8R,8SHW0AEAMJK82,Duck Pho-Pho Vit.21,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
08-Jun-2017 12:45 PM BST,583RWV778EW86,8SHW0AEAMJK82,Beef Lemongrass Bun-Bun Bo Xa.30,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 12:44 PM BST,YYHDET7AVAY1G,6YR7PAHYE8FVE,Flat Noodles With Chicken- Pho Xao Ga.47,GBP,,,7.95,,,7.95,Sunny Day -£2.20,-2.20,5.75,0.96,Open
08-Jun-2017 12:23 PM BST,YYHDET7AVAY1G,S3TPTF4GSY93A,Flat Noodles With Chicken- Pho Xao Ga.47,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
08-Jun-2017 12:23 PM BST,GQN9DNAVPSAFW,S3TPTF4GSY93A,Egg Fried Rice With Prawn- Com Rang Tom.45,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
